id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,pendidikan,jumlah_pengangguran,satuan,tahun
493,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SD,32947,ORANG,2015
494,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SMP,29220,ORANG,2015
495,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SMA,30951,ORANG,2015
496,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,4449,ORANG,2015
497,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,8922,ORANG,2015
498,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SD,29917,ORANG,2015
499,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SMP,34726,ORANG,2015
500,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SMA,18142,ORANG,2015
501,32,JAWA BARAT,3203,KABUPATEN CIANJUR,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,4867,ORANG,2015
502,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,5422,ORANG,2015
503,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SD,10886,ORANG,2015
504,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SMP,26205,ORANG,2015
505,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SMA,12852,ORANG,2015
506,32,JAWA BARAT,3204,KABUPATEN BANDUNG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,5003,ORANG,2015
507,32,JAWA BARAT,3205,KABUPATEN GARUT,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,1088,ORANG,2015
508,32,JAWA BARAT,3205,KABUPATEN GARUT,SD,8805,ORANG,2015
509,32,JAWA BARAT,3205,KABUPATEN GARUT,SMP,25743,ORANG,2015
510,32,JAWA BARAT,3205,KABUPATEN GARUT,SMA,24586,ORANG,2015
511,32,JAWA BARAT,3205,KABUPATEN GARUT,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,5539,ORANG,2015
512,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,470,ORANG,2015
513,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SD,17780,ORANG,2015
514,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SMP,22029,ORANG,2015
515,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SMA,25697,ORANG,2015
516,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1399,ORANG,2015
517,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,0,ORANG,2015
518,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SD,6984,ORANG,2015
519,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SMP,6061,ORANG,2015
520,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SMA,19475,ORANG,2015
521,32,JAWA BARAT,3207,KABUPATEN CIAMIS,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,4617,ORANG,2015
522,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,3133,ORANG,2015
523,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SD,9037,ORANG,2015
524,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SMP,5540,ORANG,2015
525,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SMA,10903,ORANG,2015
526,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,6677,ORANG,2015
527,32,JAWA BARAT,3209,KABUPATEN CIREBON,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,16948,ORANG,2015
528,32,JAWA BARAT,3209,KABUPATEN CIREBON,SD,14107,ORANG,2015
529,32,JAWA BARAT,3209,KABUPATEN CIREBON,SMP,11577,ORANG,2015
530,32,JAWA BARAT,3209,KABUPATEN CIREBON,SMA,51681,ORANG,2015
531,32,JAWA BARAT,3209,KABUPATEN CIREBON,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1246,ORANG,2015
532,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,0,ORANG,2015
533,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SD,7086,ORANG,2015
534,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SMP,10296,ORANG,2015
535,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SMA,6858,ORANG,2015
536,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,0,ORANG,2015
537,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2528,ORANG,2015
538,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SD,5943,ORANG,2015
539,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SMP,17619,ORANG,2015
540,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SMA,17086,ORANG,2015
541,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,4416,ORANG,2015
542,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,8026,ORANG,2015
543,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SD,19449,ORANG,2015
544,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SMP,9056,ORANG,2015
545,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SMA,25010,ORANG,2015
546,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1457,ORANG,2015
547,32,JAWA BARAT,3213,KABUPATEN SUBANG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,8248,ORANG,2015
548,32,JAWA BARAT,3213,KABUPATEN SUBANG,SD,20954,ORANG,2015
549,32,JAWA BARAT,3213,KABUPATEN SUBANG,SMP,15396,ORANG,2015
550,32,JAWA BARAT,3213,KABUPATEN SUBANG,SMA,24238,ORANG,2015
551,32,JAWA BARAT,3213,KABUPATEN SUBANG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1846,ORANG,2015
552,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,1549,ORANG,2015
553,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SD,7394,ORANG,2015
554,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SMP,9332,ORANG,2015
555,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SMA,21598,ORANG,2015
556,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1426,ORANG,2015
557,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,7690,ORANG,2015
558,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SD,23885,ORANG,2015
559,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SMP,29355,ORANG,2015
560,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SMA,49145,ORANG,2015
561,32,JAWA BARAT,3215,KABUPATEN KARAWANG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,3618,ORANG,2015
562,32,JAWA BARAT,3216,KABUPATEN BEKASI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,11722,ORANG,2015
563,32,JAWA BARAT,3216,KABUPATEN BEKASI,SD,15693,ORANG,2015
564,32,JAWA BARAT,3216,KABUPATEN BEKASI,SMP,30496,ORANG,2015
565,32,JAWA BARAT,3216,KABUPATEN BEKASI,SMA,87600,ORANG,2015
566,32,JAWA BARAT,3216,KABUPATEN BEKASI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,4348,ORANG,2015
567,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,707,ORANG,2015
568,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SD,10966,ORANG,2015
569,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SMP,18043,ORANG,2015
570,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SMA,27182,ORANG,2015
571,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,5781,ORANG,2015
572,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,779,ORANG,2015
573,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SD,1020,ORANG,2015
574,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SMP,2076,ORANG,2015
575,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SMA,4786,ORANG,2015
576,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1053,ORANG,2015
577,32,JAWA BARAT,3271,KOTA BOGOR,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2155,ORANG,2015
578,32,JAWA BARAT,3271,KOTA BOGOR,SD,8878,ORANG,2015
579,32,JAWA BARAT,3271,KOTA BOGOR,SMP,8207,ORANG,2015
580,32,JAWA BARAT,3271,KOTA BOGOR,SMA,25324,ORANG,2015
581,32,JAWA BARAT,3271,KOTA BOGOR,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,5378,ORANG,2015
582,32,JAWA BARAT,3272,KOTA SUKABUMI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,0,ORANG,2015
583,32,JAWA BARAT,3272,KOTA SUKABUMI,SD,2682,ORANG,2015
584,32,JAWA BARAT,3272,KOTA SUKABUMI,SMP,2563,ORANG,2015
585,32,JAWA BARAT,3272,KOTA SUKABUMI,SMA,7099,ORANG,2015
586,32,JAWA BARAT,3272,KOTA SUKABUMI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,975,ORANG,2015
587,32,JAWA BARAT,3273,KOTA BANDUNG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2536,ORANG,2015
588,32,JAWA BARAT,3273,KOTA BANDUNG,SD,8987,ORANG,2015
589,32,JAWA BARAT,3273,KOTA BANDUNG,SMP,19513,ORANG,2015
590,32,JAWA BARAT,3273,KOTA BANDUNG,SMA,49878,ORANG,2015
591,32,JAWA BARAT,3273,KOTA BANDUNG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,26618,ORANG,2015
592,32,JAWA BARAT,3274,KOTA CIREBON,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2768,ORANG,2015
593,32,JAWA BARAT,3274,KOTA CIREBON,SD,2167,ORANG,2015
594,32,JAWA BARAT,3274,KOTA CIREBON,SMP,2534,ORANG,2015
595,32,JAWA BARAT,3274,KOTA CIREBON,SMA,7301,ORANG,2015
596,32,JAWA BARAT,3274,KOTA CIREBON,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1355,ORANG,2015
597,32,JAWA BARAT,3275,KOTA BEKASI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2915,ORANG,2015
598,32,JAWA BARAT,3275,KOTA BEKASI,SD,4410,ORANG,2015
599,32,JAWA BARAT,3275,KOTA BEKASI,SMP,12705,ORANG,2015
600,32,JAWA BARAT,3275,KOTA BEKASI,SMA,81859,ORANG,2015
601,32,JAWA BARAT,3275,KOTA BEKASI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,9847,ORANG,2015
602,32,JAWA BARAT,3276,KOTA DEPOK,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,0,ORANG,2015
603,32,JAWA BARAT,3276,KOTA DEPOK,SD,4052,ORANG,2015
604,32,JAWA BARAT,3276,KOTA DEPOK,SMP,8499,ORANG,2015
605,32,JAWA BARAT,3276,KOTA DEPOK,SMA,46198,ORANG,2015
606,32,JAWA BARAT,3276,KOTA DEPOK,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,13772,ORANG,2015
607,32,JAWA BARAT,3277,KOTA CIMAHI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,973,ORANG,2015
608,32,JAWA BARAT,3277,KOTA CIMAHI,SD,2922,ORANG,2015
609,32,JAWA BARAT,3277,KOTA CIMAHI,SMP,2511,ORANG,2015
610,32,JAWA BARAT,3277,KOTA CIMAHI,SMA,13952,ORANG,2015
611,32,JAWA BARAT,3277,KOTA CIMAHI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,5076,ORANG,2015
612,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,522,ORANG,2015
613,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SD,2163,ORANG,2015
614,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SMP,3886,ORANG,2015
615,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SMA,5025,ORANG,2015
616,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,5811,ORANG,2015
617,32,JAWA BARAT,3279,KOTA BANJAR,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,526,ORANG,2015
618,32,JAWA BARAT,3279,KOTA BANJAR,SD,739,ORANG,2015
619,32,JAWA BARAT,3279,KOTA BANJAR,SMP,2377,ORANG,2015
620,32,JAWA BARAT,3279,KOTA BANJAR,SMA,1616,ORANG,2015
621,32,JAWA BARAT,3279,KOTA BANJAR,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,954,ORANG,2015
622,32,JAWA BARAT,3201,KABUPATEN BOGOR,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,13890,ORANG,2017
623,32,JAWA BARAT,3201,KABUPATEN BOGOR,SD,34129,ORANG,2017
624,32,JAWA BARAT,3201,KABUPATEN BOGOR,SMP,43728,ORANG,2017
625,32,JAWA BARAT,3201,KABUPATEN BOGOR,SMA,136428,ORANG,2017
626,32,JAWA BARAT,3201,KABUPATEN BOGOR,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,20193,ORANG,2017
627,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,7282,ORANG,2017
628,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SD,21197,ORANG,2017
629,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SMP,30464,ORANG,2017
630,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SMA,23682,ORANG,2017
631,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,3389,ORANG,2017
632,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,0,ORANG,2017
633,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SD,28135,ORANG,2017
634,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SMP,27977,ORANG,2017
635,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SMA,36965,ORANG,2017
636,32,JAWA BARAT,3203,KABUPATEN CIANJUR,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,2023,ORANG,2017
637,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,0,ORANG,2017
638,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SD,3906,ORANG,2017
639,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SMP,11456,ORANG,2017
640,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SMA,42793,ORANG,2017
641,32,JAWA BARAT,3204,KABUPATEN BANDUNG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,6518,ORANG,2017
642,32,JAWA BARAT,3205,KABUPATEN GARUT,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,0,ORANG,2017
643,32,JAWA BARAT,3205,KABUPATEN GARUT,SD,8844,ORANG,2017
644,32,JAWA BARAT,3205,KABUPATEN GARUT,SMP,23860,ORANG,2017
645,32,JAWA BARAT,3205,KABUPATEN GARUT,SMA,49423,ORANG,2017
646,32,JAWA BARAT,3205,KABUPATEN GARUT,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,6984,ORANG,2017
647,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,1413,ORANG,2017
648,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SD,10802,ORANG,2017
649,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SMP,25885,ORANG,2017
650,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SMA,13696,ORANG,2017
651,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,2104,ORANG,2017
652,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,0,ORANG,2017
653,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SD,8283,ORANG,2017
654,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SMP,10833,ORANG,2017
655,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SMA,13693,ORANG,2017
656,32,JAWA BARAT,3207,KABUPATEN CIAMIS,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,0,ORANG,2017
657,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2687,ORANG,2017
658,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SD,5782,ORANG,2017
659,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SMP,9197,ORANG,2017
660,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SMA,16287,ORANG,2017
661,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,2750,ORANG,2017
662,32,JAWA BARAT,3209,KABUPATEN CIREBON,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,12453,ORANG,2017
663,32,JAWA BARAT,3209,KABUPATEN CIREBON,SD,17648,ORANG,2017
664,32,JAWA BARAT,3209,KABUPATEN CIREBON,SMP,16503,ORANG,2017
665,32,JAWA BARAT,3209,KABUPATEN CIREBON,SMA,42051,ORANG,2017
666,32,JAWA BARAT,3209,KABUPATEN CIREBON,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,5007,ORANG,2017
667,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,1315,ORANG,2017
668,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SD,9109,ORANG,2017
669,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SMP,9317,ORANG,2017
670,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SMA,10372,ORANG,2017
671,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,0,ORANG,2017
672,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2399,ORANG,2017
673,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SD,5300,ORANG,2017
674,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SMP,10013,ORANG,2017
675,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SMA,20024,ORANG,2017
676,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1242,ORANG,2017
677,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,6447,ORANG,2017
678,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SD,23045,ORANG,2017
679,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SMP,16883,ORANG,2017
680,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SMA,23344,ORANG,2017
681,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,792,ORANG,2017
682,32,JAWA BARAT,3213,KABUPATEN SUBANG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,6811,ORANG,2017
683,32,JAWA BARAT,3213,KABUPATEN SUBANG,SD,14921,ORANG,2017
684,32,JAWA BARAT,3213,KABUPATEN SUBANG,SMP,17385,ORANG,2017
685,32,JAWA BARAT,3213,KABUPATEN SUBANG,SMA,26870,ORANG,2017
686,32,JAWA BARAT,3213,KABUPATEN SUBANG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,3371,ORANG,2017
687,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,3325,ORANG,2017
688,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SD,6933,ORANG,2017
689,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SMP,9065,ORANG,2017
690,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SMA,19600,ORANG,2017
691,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,447,ORANG,2017
692,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,7430,ORANG,2017
693,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SD,7026,ORANG,2017
694,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SMP,31094,ORANG,2017
695,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SMA,57059,ORANG,2017
696,32,JAWA BARAT,3215,KABUPATEN KARAWANG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,4108,ORANG,2017
697,32,JAWA BARAT,3216,KABUPATEN BEKASI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,5786,ORANG,2017
698,32,JAWA BARAT,3216,KABUPATEN BEKASI,SD,22535,ORANG,2017
699,32,JAWA BARAT,3216,KABUPATEN BEKASI,SMP,32412,ORANG,2017
700,32,JAWA BARAT,3216,KABUPATEN BEKASI,SMA,104268,ORANG,2017
701,32,JAWA BARAT,3216,KABUPATEN BEKASI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,7411,ORANG,2017
702,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,7972,ORANG,2017
703,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SD,15316,ORANG,2017
704,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SMP,10663,ORANG,2017
705,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SMA,29213,ORANG,2017
706,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,5946,ORANG,2017
707,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,375,ORANG,2017
708,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SD,1312,ORANG,2017
709,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SMP,2050,ORANG,2017
710,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SMA,3541,ORANG,2017
711,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,863,ORANG,2017
712,32,JAWA BARAT,3271,KOTA BOGOR,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,5872,ORANG,2017
713,32,JAWA BARAT,3271,KOTA BOGOR,SD,6134,ORANG,2017
714,32,JAWA BARAT,3271,KOTA BOGOR,SMP,7007,ORANG,2017
715,32,JAWA BARAT,3271,KOTA BOGOR,SMA,22819,ORANG,2017
716,32,JAWA BARAT,3271,KOTA BOGOR,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,5606,ORANG,2017
717,32,JAWA BARAT,3272,KOTA SUKABUMI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,254,ORANG,2017
718,32,JAWA BARAT,3272,KOTA SUKABUMI,SD,811,ORANG,2017
719,32,JAWA BARAT,3272,KOTA SUKABUMI,SMP,2893,ORANG,2017
720,32,JAWA BARAT,3272,KOTA SUKABUMI,SMA,6701,ORANG,2017
721,32,JAWA BARAT,3272,KOTA SUKABUMI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,717,ORANG,2017
722,32,JAWA BARAT,3273,KOTA BANDUNG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2892,ORANG,2017
723,32,JAWA BARAT,3273,KOTA BANDUNG,SD,6512,ORANG,2017
724,32,JAWA BARAT,3273,KOTA BANDUNG,SMP,18380,ORANG,2017
725,32,JAWA BARAT,3273,KOTA BANDUNG,SMA,42946,ORANG,2017
726,32,JAWA BARAT,3273,KOTA BANDUNG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,32139,ORANG,2017
727,32,JAWA BARAT,3274,KOTA CIREBON,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,1693,ORANG,2017
728,32,JAWA BARAT,3274,KOTA CIREBON,SD,2957,ORANG,2017
729,32,JAWA BARAT,3274,KOTA CIREBON,SMP,2610,ORANG,2017
730,32,JAWA BARAT,3274,KOTA CIREBON,SMA,6202,ORANG,2017
731,32,JAWA BARAT,3274,KOTA CIREBON,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1106,ORANG,2017
732,32,JAWA BARAT,3275,KOTA BEKASI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2223,ORANG,2017
733,32,JAWA BARAT,3275,KOTA BEKASI,SD,9760,ORANG,2017
734,32,JAWA BARAT,3275,KOTA BEKASI,SMP,16099,ORANG,2017
735,32,JAWA BARAT,3275,KOTA BEKASI,SMA,66698,ORANG,2017
736,32,JAWA BARAT,3275,KOTA BEKASI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,35474,ORANG,2017
737,32,JAWA BARAT,3276,KOTA DEPOK,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,3467,ORANG,2017
